0,14.8220086652
1,10.1664695563
2,15.1801749524
3,15.2399690252
4,14.3963659053
5,13.3468826192
6,12.2804730253
7,10.0336368856
8,15.7656961959
9,15.4125619735
10,14.8096670552
11,11.4451214854
12,13.8174807759
13,13.841637377
14,10.2888678812
15,10.4174456599
16,10.0467045883
17,12.680648653
18,10.0245282987
19,14.2792963814
20,12.0125688602
21,10.0623867162
22,12.162785268
23,11.5657193873
24,15.2729803754
25,10.1570287756
26,14.6838219223
27,11.5887251852
28,10.1299022
29,15.6112347557
30,10.2128821032
31,13.138924301
32,15.2735358363
33,14.2086470914
34,11.7600989008
35,14.8577189793
36,10.1502253164
37,14.6907468045
38,10.7594205081
39,10.8407575599
40,15.8015583628
41,13.5049445096
42,13.8120471379
43,11.609599438
44,13.714249478
45,13.4206033537
46,15.9882299881
47,10.1994774789
48,12.82752857
49,14.5489858686
50,11.3750174615
51,10.8226821008
52,12.6025551587
53,15.8868019171
54,11.4883909912
55,10.8054689467
56,11.4176864714
57,11.9319623568
58,15.6042205474
59,11.7276818365
60,11.3951225494
61,10.4748843145
62,12.474647437
63,10.5254037465
64,11.9941457029
65,10.4530364777
66,15.9448688666
67,13.1856886186
68,14.5982646686
69,12.7119683335
70,15.3099740371
71,10.7502076792
72,11.942245338
73,12.8061331723
74,12.1685514494
75,14.6286922013
76,14.6639274142
77,11.6776707956
78,13.1828044646
79,14.3409241263
80,13.3777995441
81,15.271086163
82,13.773020512
83,15.6971953599
84,15.8225977474
85,10.3532344176
86,12.0703885625
87,10.4949042479
88,11.2201750067
89,10.9607460643
90,15.9238381142
91,10.4942498468
92,14.1400508045
93,15.8732477678
94,10.2784652489
95,11.726209317
96,11.4659745219
97,10.6631701889
98,13.6976040347
99,13.8441720847
100,11.3058060767
101,12.8309711556
102,15.3274581626
103,11.5860485985
104,13.0753799432
105,11.8155093186
106,11.6394698019
107,12.5021120406
108,12.5379989176
109,11.3701127401
110,10.2710729675
111,12.537901322
112,14.6178167118
113,13.8862690657
114,10.244815899
115,14.540444319
116,12.6519517898
117,10.8136474157
118,12.6578254899
119,11.8129142899
120,14.7927522137
121,10.4950884854
122,15.0964162336
123,13.5258950926
124,14.0267585464
125,10.5049219204
126,14.3577699113
127,11.1076072258
128,11.7719055048
129,12.4930702659
130,11.7956765789
131,10.7479702123
132,14.6772211015
133,14.4644509077
134,12.2437621362
135,13.8476954803
136,12.3667752824
137,11.1781357919
138,10.8199283559
139,15.9509964342
140,12.9618156355
141,13.2163422476
142,13.5811113623
143,10.6901801526
144,15.0870326011
145,14.9819301947
146,10.5304705179
147,10.4175494277
148,15.5562742824
149,15.6227570748
150,10.005591208
151,10.6176223097
152,14.3359904065
153,11.5420526926
154,14.2226228201
155,14.5642145638
156,15.9005818832
157,11.4489771046
158,15.0192629683
159,11.698229392
160,11.3620529706
161,11.5876348546
162,13.8918602487
163,15.181338901
164,12.1842214511
165,15.3409280583
166,13.3969007179
167,15.4325635176
168,10.5136766669
169,14.0185341047
170,10.4882718388
171,13.8884674435
172,13.3972622159
173,14.862285865
174,15.8273047975
175,11.3636288132
176,14.0153487581
177,11.2904760384
178,14.673023777
179,12.3144035372
180,14.6510674923
181,10.9400870196
182,12.3486894989
183,10.7937185074
184,10.4139412436
185,15.7742528117
186,13.8136271227
187,10.496877356
188,14.3031245539
189,12.6707376355
190,15.0809251935
191,15.5111130541
192,13.1852815617
193,12.7622202957
194,15.6332769035
195,12.6568578306
196,15.6751863323
197,15.1603763325
198,12.3041301956
199,15.8490488812
200,11.9477553937
201,14.2827770175
202,14.9357993317
203,15.1129024669
204,10.3250557219
205,10.476196237
206,15.6369963556
207,15.0793028115
208,12.5146469935
209,15.8449143232
210,14.8957407021
211,11.307255008
212,12.656051031
213,14.6830888438
214,14.3826902692
215,14.406420562
216,11.653880641
217,13.6429730404
218,15.8150375556
219,13.1141850483
220,10.2988263878
221,12.0316730542
222,13.447485941
223,14.4666027149
224,11.8173908096
225,10.1490117486
226,15.2669219853
227,11.7228691978
228,13.7130582523
229,12.6759135602
230,11.2472011174
231,12.9990095066
232,10.3733578867
233,10.5149974619
234,10.5046724613
235,10.738909578
236,11.7510642733
237,15.9029625941
238,12.4531641884
239,10.6577147241
240,13.5638873461
241,15.4591556518
242,12.1260557015
243,10.1949308922
244,13.6082206462
245,11.6351452926
246,11.2009697177
247,10.9110671155
248,15.3920776321
249,14.0015414709
250,14.1220628425
251,13.6006897547
252,12.7839509743
253,10.4286939953
254,12.2317013214
255,10.6465515534
256,11.4009262289
257,14.8254521985
258,12.9374206497
259,13.0897800322
260,11.9302676802
261,14.4519797458
262,14.844398837
263,15.1892580597
264,15.3438146763
265,15.4101643819
266,10.8307670877
267,13.9261561567
268,13.4144507785
269,12.7307128564
270,12.4175592702
271,14.3671467523
272,12.9121474735
273,15.5165688282
274,12.7946313294
