0,11.6123993958
1,18.4806688058
2,24.7513849473
3,27.3209573094
4,13.4334679998
5,16.912580823
6,26.48663894
7,18.088104343
8,19.7733684936
9,14.3821788363
10,22.6106339817
11,15.3719751468
12,17.8699483403
13,26.9716387074
14,14.6242380146
15,15.0120944268
16,18.3661862154
17,22.3008636706
18,10.2219413362
19,10.0012855326
20,11.3635134471
21,21.0653089387
22,18.4783203305
23,18.9824020304
24,25.6867930036
25,19.5925737486
26,17.2060335136
27,12.1609656768
28,13.9740857672
29,11.8835464589
30,27.6698504137
31,19.4083181404
32,27.9839809587
33,11.8558618889
34,18.0969532038
35,13.1898480058
36,15.1715413957
37,22.8408641092
38,11.0902808947
39,19.7017053179
40,10.1809389761
41,13.1071357665
42,25.8193680468
43,19.4474554804
44,21.939666211
45,26.7668603879
46,11.6333129095
47,22.3575084173
48,12.2650093959
49,15.3806222535
50,23.4124087137
51,22.196633691
52,24.0420613763
53,17.6240369132
54,16.417106688
55,18.3746286804
56,15.4815869671
57,25.2668148575
58,13.994545956
59,17.9552955742
60,23.1633659688
61,23.3057791051
62,26.3110034549
63,18.3298298385
64,18.092626439
65,18.9228021955
66,24.5445732242
67,10.4206173021
68,11.8229131485
69,20.3772414264
70,11.8306615319
71,22.0657299517
72,15.8710463317
73,11.5348848972
74,18.3425283101
75,12.9903597694
76,18.9718386728
77,14.4649394645
78,15.3184324178
79,10.5992623105
80,14.8374480319
81,22.2504790365
82,18.1485574716
83,12.0314873032
84,17.2476819954
85,27.5594938173
86,11.3132141207
87,20.1676789674
88,22.8990761005
89,22.2310897773
90,19.8766741794
91,22.5860374749
92,21.3290415022
93,12.895902986
94,17.6949884319
95,13.713217183
96,21.4389792597
97,15.049850156
98,21.233550758
99,18.4652993753
100,15.4237158848
101,11.9612307354
102,26.6400789448
103,27.1221080719
104,18.6065969008
105,18.2470346432
106,15.4227014936
107,16.3396874186
108,14.5168474464
109,13.7603042533
110,25.5671807924
111,18.5319652703
112,24.2737285655
113,11.2243366297
114,21.4179246622
115,26.3116840694
116,24.3189462844
117,24.7895167902
118,19.5917487777
119,13.7745414131
120,23.769613945
121,23.9907559605
122,13.2293752469
123,10.7015541422
124,22.9312855805
125,14.9744089258
126,19.356560876
127,16.9584602011
128,25.2402802727
129,16.107937289
130,11.5906191432
131,17.5008811261
132,25.3954187385
133,12.2642328457
134,11.7762921513
135,20.7920779153
136,22.2393792189
137,19.9251977834
138,22.6848019773
139,11.1235653662
140,18.1267769959
141,20.5192177894
142,25.1613727915
143,25.6383916793
144,17.1122522992
145,12.0551822562
146,15.4098291535
147,25.3753385315
148,16.278614182
149,20.316651115
150,13.8549958049
151,22.4459192323
152,19.2486926264
153,20.6370943351
154,14.5792549677
155,26.2145925548
156,13.4368618186
157,14.9245273461
158,15.8651200526
159,27.1464426363
160,24.9297702793
161,18.0066205658
162,26.6138652076
163,18.9040590883
164,13.7389946824
165,19.8236660904
166,27.6427200722
167,27.563012301
168,12.0123470833
169,18.084316131
170,22.4836991238
171,15.5783606724
172,10.1687269909
173,20.1311282193
174,22.9707016755
175,27.420766327
176,27.6971842738
177,25.4772457092
178,20.6874250025
179,18.4361999243
180,27.3921732589
181,18.987105233
182,19.1044352283
183,22.3674806987
184,27.9614863927
185,27.8130235718
186,18.9711062628
187,26.7430811213
188,12.3075557187
189,17.5727751205
190,16.0772556842
