X,Y
5.04259399226,15.5225784919
5.01971187979,15.1143308611
5.35821165994,15.0710095797
4.79087604276,14.8033475686
5.10636658162,15.2307907426
4.32361110728,14.9086576918
4.60208385007,14.8660532214
5.00451564015,14.833462427
5.10280907874,15.1650341532
5.24940624389,15.3010283279
4.85654896477,15.0328181278
4.64217562575,15.8587663532
5.39458955329,15.1134701931
4.75604652127,15.2132124338
5.12016367793,15.0234681129
5.16666863817,15.0632287987
4.14389647942,14.551450232
5.38008200763,14.7038187853
5.08674446645,14.8683805722
5.05474216738,14.9500452155
5.03158343418,14.9556405968
5.37579377189,15.1075450122
5.06974982187,14.4808718836
5.2767575055,14.6853017216
4.26474417835,14.6165041325
5.19714646364,14.5939717858
4.77849484668,15.2147853115
4.33708612921,15.6345238929
4.77055814749,14.6760164585
4.57613589742,15.2426967243
4.54351677459,14.2070341003
5.47175355682,15.2430613349
4.96864038504,15.3054923962
4.66283322573,14.6212663009
5.81132598472,15.3718922237
5.86322274634,14.5152147014
4.58524927535,15.180565136
4.73895844088,14.5268611371
5.49021718729,14.8297997762
4.95484321501,15.1396762399
4.75689158356,15.1608001273
5.28372814264,14.6073146069
4.67509265066,15.2788169106
5.36660040149,14.109380129
5.44155155162,14.8892752364
4.86563512728,14.6210340649
4.87212084276,15.2193136279
5.03343904556,14.9446314296
4.96989019028,14.9491667772
4.95920497884,15.046259022
4.9999004377,14.8113727423
4.33186310724,15.4426045763
5.64184030832,14.522767313
5.26057620014,14.7544143529
5.08848336186,14.5723049606
4.78136116801,14.9584386385
4.97539004703,15.0278366957
5.09327571551,15.276398278
4.41553189182,15.640697447
4.94976479581,14.6315632814
4.9986740948,14.9990274165
5.41166639445,15.7817931289
5.1548184104,15.4559637232
4.69563777566,15.5863565708
4.88523799628,14.8200145094
5.18121348275,15.3078947547
4.64740721507,15.5287886039
5.23484435006,15.2306177333
4.40531919631,14.6631511174
5.04395884246,15.0295335988
4.90494705102,14.4911600756
5.21563229306,15.1556746635
4.9055658829,15.3966923854
5.16398846462,14.9422287214
4.18304245374,15.0675286724
5.76437263188,15.6251306822
4.82173985296,14.8917666327
5.74444727058,15.6659494232
5.16183345837,15.2669311866
5.05817167445,15.4725135627
5.2521424338,14.6351557735
5.72734828185,15.1060425082
4.56805782014,14.6316682708
4.62607631639,15.5014082043
4.26049237834,15.2446700105
4.3104852176,15.6293315708
5.216761416,14.1766927568
5.19636550582,14.6330992257
4.8962390793,14.8948318716
5.01979344702,14.9882250148
4.49480440888,15.3033906669
5.59763542246,15.1183120182
4.49055139059,14.765442278
4.70106893947,15.0393988346
4.8088344371,14.9822955033
4.33304752566,15.2009606368
5.2093330824,15.5526519194
4.6888773688,15.5998143234
4.82030567696,14.1066359279
5.16527024511,14.4348500189
5.39340464529,15.165307645
4.83604652733,15.0872521331
4.72973764777,15.1081882618
5.065869682,14.4055003409
4.60217402324,15.5808919809
5.84621450039,14.9966732541
4.14911182371,14.9653995087
5.4508816655,15.2975534916
4.35618169064,15.2901147459
5.09198745457,14.8378998437
5.45835016568,14.4619657936
5.12674424156,15.1811320196
4.53711058534,15.2659906561
5.17262840006,14.8782659881
5.37194920504,15.4340287059
5.03712295056,14.3610511183
5.3429857756,15.6057365765
5.02881354223,14.9462680408
5.85233498344,15.2211634673
5.37746177259,14.9964047467
4.88582263395,14.9991009589
5.65748184812,14.8957887376
4.16214963998,15.0535137509
5.1951813564,15.4992687297
