X,Y
5.1529718388,15.5850078148
9.05755460174,10.0085459306
4.35650229528,15.6817487002
8.8599840739,11.1970131356
5.34225718376,14.7187425591
8.30794745675,11.1374673471
5.3266359745,15.80555255
8.37964759355,10.8482626763
5.78554171934,15.3241931557
8.36619423254,11.5208902698
5.38231169792,14.8687492606
9.06501076485,11.023811261
4.78682997116,15.0278579826
9.93655670526,11.200837566
4.65643607409,14.5476155245
9.17247878714,11.9450859291
4.24757319305,15.0717108631
9.4713931691,10.3447526936
5.46760207492,14.4914275334
8.95080126164,11.1186424627
5.22285343801,15.616400646
8.96420962534,10.7887311139
4.6586796493,14.6956811418
8.98112202237,11.5464470054
4.86808409661,15.1133593775
8.76629564215,10.9596028714
4.59708539492,14.9877005236
8.71338625631,11.5471357614
4.95876470138,15.3195391562
8.97092297268,11.3648531163
4.91892672661,15.8852076046
9.06229815426,11.1158627158
4.76241656601,14.6542528467
9.30036169781,11.9398396964
5.42390773406,15.609110814
9.69818732426,11.2927662833
5.00858843745,14.9812802869
8.85450439757,10.9980472027
4.96310341009,15.0248793544
8.88432886747,11.3198959204
4.78567397555,15.8831749796
8.96892792375,11.0671720476
4.64174182791,14.62735541
9.14477718928,11.8680057179
5.18779529599,15.0587853669
9.01681639052,10.9464071547
5.10639629232,15.6669516082
8.49776977977,10.7155933657
4.60485268192,15.1103673994
9.01445604197,10.9955059145
4.81172691004,14.6674113592
8.30566552918,11.2910997921
4.91917592746,15.5025703924
8.58152389542,10.4746239105
4.74434875388,14.3915234809
8.21421019696,11.4457370924
4.45522845277,15.632855892
9.31957292575,11.7383144485
4.87174170294,15.0748666289
9.09417225238,11.6916664126
5.74156054598,14.7067249485
8.66473565746,10.3670247397
5.37357424565,14.8591974528
8.59206478576,11.1302423623
4.43987218776,15.6892979491
9.9065720143,10.8094987688
4.94196292825,14.9893187032
8.37086526213,10.9645516552
4.51395786815,15.3223134795
9.02461346188,10.0321585223
4.93299738529,14.6382727903
9.160041386,11.0794828427
5.00701227531,14.9709782419
8.15616315777,11.310364015
4.29686353912,14.8455033934
8.76120996812,10.4686790159
4.67071472962,14.9258083449
8.38625646643,10.6159005867
5.33728827587,15.0129132574
9.01633768381,11.5391579345
5.83499668382,14.8643503963
9.13973214623,10.9064986462
5.76882176709,14.5717334722
8.92360789968,10.2387252464
5.77079948114,14.5754165765
9.05981435421,11.0883609412
4.22446324041,14.4595016353
9.13855628636,10.3810118764
4.8880401444,15.4140242207
8.79893803775,10.1631988342
4.32034011092,14.8429632077
9.17932014114,11.3291138502
4.93942191635,15.064941014
9.14964113436,11.3363174416
5.06000981466,15.0099146119
8.98188325196,10.7203761977
4.48791327797,15.8220701671
9.01769158961,10.9957999716
4.24583571559,14.7459747368
9.07604402805,10.9277795633
5.11140769071,15.1260779393
8.77298053812,10.473692938
4.60767842496,14.7217611561
9.1855744221,11.2942307807
5.00013502768,15.0012798938
9.66524922694,11.4788861893
4.74582851377,15.6657048014
9.18203712413,11.0842324157
5.21779000092,15.0110835361
8.85116180154,11.2508445472
5.53327647221,14.8289635316
9.09668891569,11.0130955945
4.54084592956,15.3186688243
8.78416038901,10.9777201211
4.85804617806,15.102032187
9.0508135578,11.0682199997
4.24493497452,14.3771605324
9.54760490109,11.3989692294
4.35414041465,15.1609323176
8.50530440319,11.810400585
5.38155479785,15.1887910646
8.9123113934,10.8003491952
4.38246880169,14.3308102719
8.90031847593,10.9229060883
4.93552692218,15.3525100749
8.52096100215,10.7376923832
5.07638876988,15.0081818856
8.83483783065,11.8419545321
5.44141146701,14.8375507817
9.8595112932,11.0301340635
4.81388257262,14.9269258086
8.7872887619,11.1693937168
5.19607681534,15.9306991315
8.75085648611,11.3674602179
4.28657839259,15.5723771764
8.53450938515,10.4516868612
5.09925937375,14.5109541001
9.95655348487,10.7726526822
5.85242275832,14.5940817842
9.67018850844,10.6331128288
4.99657471616,15.139588619
8.96778861012,11.1773788114
4.91158558925,15.3081180571
8.35367713666,11.1136794738
5.1774420671,14.5071218838
8.59291791967,11.4085778967
4.81095829597,15.1887747615
8.85961906579,10.4202934948
4.10903043221,14.926219371
8.86019360762,10.0397112438
4.71673539436,15.1229953211
9.12491258218,11.0047197904
5.36853637261,14.5486288688
9.1726521759,11.6548503989
4.6407299588,15.4502186218
9.53216343832,11.3866557451
4.85316775874,14.8275826572
8.91362707837,11.0583914059
5.01449564311,15.3330665596
9.69266569066,11.2223714761
5.55838019891,14.8920602514
9.37914554405,11.8860319672
5.6891361622,14.9087819341
9.46840472376,10.965413674
5.33469579326,14.1565458405
8.84763350399,10.3811457875
4.99165704282,14.8643427302
9.42432000642,10.5449674819
4.51688535096,14.9387357719
8.2234953258,10.5132170344
5.01013121759,15.0130887754
9.63389436153,11.6693151768
5.00051482045,15.0064606779
9.0044842898,10.5489523329
4.99592827951,14.997916546
9.47921027771,10.9394987351
4.98194086772,15.6283660466
9.79756588214,11.3178068567
4.95698745266,14.236084944
8.38953526872,11.2809350728
4.94688319573,14.7974847929
9.48982840697,11.2652280556
5.32478030649,15.0431090309
8.37612402648,10.8271738262
5.01147112199,14.2088165451
9.55957162039,10.9675641309
5.20275901667,14.8077328523
8.6575596371,11.2259556097
5.13163302985,14.8748061046
8.88006588742,11.3367874112
5.17959520671,15.0365467667
8.96297891211,11.0157354909
4.5246313477,14.8679108649
8.92443010258,11.6147902998
4.96975285954,15.5966007912
8.61335861171,10.9987759066
4.91768151371,15.2723935717
