X,Y
0,11.0238266489
1,27.7457250419
2,11.5030714622
3,27.2524063919
4,11.5926183017
5,26.6280487075
6,11.0084618854
7,26.522962953
8,11.1749971124
9,26.6811627358
10,10.3757814532
11,26.7945103537
12,10.8560470696
13,27.4717783268
14,11.9785375815
15,26.8496794702
16,11.4709528215
17,26.6879799308
18,10.4062684724
19,27.0302798176
20,11.382466062
21,27.2112036802
22,11.5309598035
23,26.0488104779
24,11.4966594351
25,26.363021072
26,11.4562611288
27,26.4793070965
28,10.7918306948
29,27.629437214
30,10.0416571736
31,27.8990808595
32,11.0891786947
33,26.1565687369
34,11.9484512124
35,27.8558658966
36,11.3119662778
37,27.6246264184
38,11.0883956941
39,27.9108810682
40,10.250369454
41,27.6750818815
42,11.505910867
43,26.5756247544
44,10.9500549003
45,26.9740582764
46,10.0336052662
47,26.7916758713
48,11.6331087916
49,27.6904271155
50,11.7486408276
51,27.1352960515
52,10.9905186574
53,26.9591075063
54,11.9891849945
55,26.4798331697
56,11.524654837
57,26.0715104515
58,11.6525662202
59,26.6501908064
60,10.8261565623
61,26.4630836399
62,11.7588869083
63,27.1921763125
64,10.1433799519
65,27.1684996885
66,10.5687934799
67,27.9854300004
68,11.3901591054
69,26.8480619921
70,10.2825497529
71,27.8465148862
72,10.2922268309
73,27.3144369285
74,10.7251864436
75,26.9318610608
76,10.0122586483
77,26.8359186478
78,11.2333781318
79,27.0712958756
80,11.7746374849
81,26.6730681076
82,11.5643702754
83,26.3417792302
84,10.4835590575
85,27.5983594403
86,10.2468095957
87,26.2892194584
88,11.277237614
89,27.7878631159
90,11.3602977826
91,27.5753965373
92,11.883235333
93,27.9782364971
94,10.3540182381
95,26.6101499532
96,11.2361239186
97,26.3921406067
98,10.1552166055
99,26.4590382118
100,10.2558434857
101,27.6947683861
102,10.9312012509
103,27.9442547596
104,10.8353586159
105,26.9646926265
106,10.48758721
107,27.7723908982
108,10.5464540573
109,27.6960170865
110,10.554680594
111,26.6266424174
112,10.6471341595
113,27.6937769383
114,11.1661617136
115,27.083284145
116,11.8909272113
117,26.523554062
118,11.0727075232
119,26.8377956346
120,10.8273481913
121,27.0313991016
122,10.6468275765
123,27.0263590168
124,10.7718722351
125,26.7858540539
126,10.3230713072
127,26.4925727623
128,11.4474615935
129,27.2667584589
130,10.7841288302
131,26.0093812362
132,11.9846947047
133,27.9081251776
134,11.9320801808
135,26.4817998605
136,11.7146390641
137,26.0445340278
138,11.4926769905
139,27.8474824579
140,10.5512426682
141,27.6450915388
142,10.8092646816
143,26.3901551759
144,11.5943032042
145,26.1177596341
146,10.0465024198
147,27.610652286
148,11.531221685
149,26.0611657861
150,11.1274841034
151,26.8610800074
152,10.4627036319
153,26.9745663361
154,10.5113741646
155,26.4114900612
156,10.5314089207
157,26.525095293
158,11.897124853
159,27.4501515126
160,11.1065190717
161,27.6509491641
162,10.6373900418
163,27.31960891
164,11.2143793686
165,26.7798281894
166,10.4439874152
167,26.1950418642
168,11.9358557527
169,27.1706307598
170,11.5886355923
171,26.3514674357
172,11.0271120167
173,26.0766294074
174,10.6193669916
175,27.6200301508
176,10.5443543782
177,27.0162525221
178,11.9394503591
179,27.3086407977
180,10.6230823541
181,26.4748190822
182,11.49224822
183,26.6290567571
184,10.1590808739
185,27.0712620649
186,10.7368952176
187,27.4573194829
188,11.9711360697
189,26.6202430694
190,11.0227337168
191,26.5239056645
192,10.2369173284
193,26.5809460256
194,11.2997040399
195,27.5193624157
196,11.7532211149
197,26.8505287845
198,10.8847970529
199,27.0550445868
