X,Y
0,10.0241833135
1,19.2285711474
2,10.0895761174
3,19.910602471
4,10.7708211272
5,18.3907581895
6,11.8354563209
7,18.8907376068
8,10.9690730606
9,19.4445769507
10,10.0047516848
11,18.8681214577
12,10.8590810227
13,18.0064526466
14,10.6618405355
15,18.5268906606
16,11.9972841039
17,18.0859570311
18,10.0550242898
19,19.7081347122
20,10.510935592
21,18.9614468758
22,11.8430576554
23,18.6306632272
24,10.4864732971
25,19.4178002774
26,10.8242875185
27,19.672363626
28,10.7911315716
29,18.4659191396
30,11.1005420001
31,18.8085346066
32,10.9195306823
33,18.1624848036
34,10.7942381722
35,18.1057226838
36,11.6714549712
37,18.4553563327
38,10.0777437761
39,18.7763886874
40,10.4429725532
41,19.2020909833
42,10.6732755978
43,19.054288361
44,11.4012061769
45,19.8548017449
46,10.4269433839
47,19.9785018683
48,11.0573713316
49,18.4815268572
50,11.8288191558
51,19.8808788978
52,11.4958227083
53,18.9154022996
54,10.4258558392
55,19.2623192095
56,11.9378657573
57,19.2535455118
58,11.5763733143
59,18.4487804074
60,10.222225486
61,19.9167697506
62,11.2162536842
63,18.262878928
64,10.4623505815
65,18.6104862115
66,10.3745540534
67,18.7675152554
68,11.2508154573
69,18.1223040628
70,11.7372663533
71,18.7210687815
72,11.1702648334
73,18.2481554518
74,10.2277075451
75,18.2913364553
76,11.6804549321
77,19.2753793095
78,10.4932089165
79,18.7272311939
80,10.7203036368
81,19.4785676335
82,10.1093229721
83,19.9109532034
84,10.3159713428
85,18.5450917558
86,10.9295171662
87,18.9036611122
88,10.6801556217
89,18.9054563995
90,11.8005199115
91,18.0541301417
92,11.4734620012
93,19.4085859518
94,11.7735629506
95,18.5196745719
96,10.3144459642
97,18.5690429386
98,11.1329667858
99,18.1458111968
100,11.3762571248
101,18.8953939637
102,11.3324448025
103,18.6709941078
104,11.2371045817
105,19.2892439992
106,10.7070797888
107,19.3894493835
108,10.126645338
109,19.6641582959
110,10.283657623
111,19.8701804347
112,11.0804983839
113,18.9500836618
114,11.6834374042
115,18.8002648093
116,10.4814805282
117,19.8862272883
118,11.7174838902
119,19.7982963017
120,11.3079905319
121,19.4407647676
122,11.5370221235
123,18.7983736251
124,10.6635034037
125,18.2242096844
126,11.4948101697
127,19.0712526688
128,11.9921708972
129,18.9587644814
130,10.7537121448
131,18.3663023972
132,10.9214578114
133,18.1371652952
134,11.1346014386
135,19.4883668256
136,11.0926634729
137,19.9291627416
138,10.122873756
139,19.8417895713
140,11.8500563414
141,18.8726564118
142,11.2452450775
143,18.2122441037
144,10.3049338809
145,18.0580758608
146,10.831458222
147,18.3029113546
148,11.3472599179
149,19.2822563385
150,11.1484664873
151,19.0335343643
152,11.1235045021
153,18.7072207457
154,11.68687022
155,18.6740836294
156,10.958238809
157,19.079434314
158,11.7115687893
159,19.9509786639
160,11.0818615592
161,18.5297045546
162,11.6547953929
163,18.5049178129
164,10.4393966232
165,19.782586473
166,11.9492518656
167,19.751405021
168,10.6126548795
169,19.525674678
170,10.9598478261
171,19.4342159811
172,10.5089154184
173,19.0938005121
174,10.1162698879
175,18.4550521252
176,11.37909848
177,18.0078493769
178,11.9449742397
179,19.5761368569
180,11.1582953263
181,18.9986374393
182,10.2693344116
183,18.5783785799
184,11.8606309398
185,18.0079955773
186,11.8904966802
187,18.0601465764
188,10.7930418735
189,18.8640661424
190,10.513714983
191,19.2271096978
192,10.5859720642
193,19.2765136261
194,11.9706369023
195,18.8924924539
196,11.8459185446
197,19.2818441733
198,11.7579755414
199,18.9718484428
