X,Y
0,10.7463570364
1,20.5926571804
2,11.966290194
3,21.1939060769
4,10.7601667561
5,20.2472263745
6,10.9535710327
7,20.133826349
8,10.5557132922
9,20.4077578457
10,11.9546308703
11,21.7711241364
12,10.0129559781
13,20.8293504019
14,11.1915498132
15,20.8194883176
16,11.0864704078
17,20.0795986883
18,11.1060556887
19,20.0380247597
20,11.2221169973
21,20.8697441865
22,11.2826120561
23,21.4016817724
24,11.77119277
25,20.5248447191
26,11.0633632707
27,21.7053958789
28,10.4644577413
29,21.7261373999
30,10.743300998
31,21.8372432734
32,11.482247736
33,21.6359245397
34,11.9196452988
35,20.3527123241
36,10.0293611849
37,21.5676909516
38,11.378000813
39,21.4116769195
40,10.9522257137
41,20.5638170797
42,11.0454238605
43,20.5670432648
44,10.0760593143
45,20.6597268125
46,11.8590849259
47,20.5439098263
48,11.4275559124
49,21.2537451843
50,10.7489127373
51,21.8390222104
52,10.0386338654
53,21.0546650462
54,11.8803406605
55,21.9775997078
56,11.4969678356
57,20.847082517
58,11.0610967198
59,20.0987900566
60,10.0674133509
61,21.3169190908
62,11.8325353302
63,20.3761339348
64,11.2654027957
65,21.9163390337
66,11.8759231336
67,20.8145687725
68,10.3366557574
69,21.4621542657
70,10.5603044187
71,21.2082330993
72,10.3577282902
73,20.6812053648
74,10.4083722408
75,20.8715780822
76,11.7780869847
77,20.0743837333
78,10.0149118595
79,20.6403723071
80,11.9923683445
81,20.1412621588
82,11.3333028708
83,21.7939796495
84,10.8568589071
85,20.2579366118
86,11.7533743352
87,20.6328618248
88,10.1910696406
89,21.7435322652
90,11.087248205
91,20.8238172478
92,11.9274473113
93,21.8536021927
94,11.4078475314
95,21.9301104249
96,10.4165880517
97,20.2775560461
98,11.7789264465
99,21.884394999
100,11.064088169
101,21.2832700056
102,11.2712599766
103,21.125007992
104,10.0837972714
105,21.0305499008
106,10.3259057033
107,20.911627959
108,10.9308772468
109,21.5069529445
110,10.4844640895
111,21.673746255
112,11.4008363356
113,20.9374384149
114,11.2554000674
115,21.4414032372
116,11.2200368254
117,21.1898561553
118,11.4370786705
119,21.0880868852
120,11.1522875465
121,20.8922209218
122,11.9990046138
123,20.0560355614
124,11.7188877739
125,21.1974778651
126,11.2036970154
127,20.3343926906
128,11.4227048677
129,21.5419535339
130,10.0368629389
131,21.5884464327
132,10.3367755499
133,21.6372981932
134,10.8285421965
135,20.1324468851
136,11.0221985086
137,20.2261404038
138,11.893647603
139,21.8622018193
140,10.9621646209
141,20.5490607945
142,10.0657315919
143,21.9725320133
144,11.2083758357
145,21.1326219336
146,10.9571388181
147,20.4936906995
148,10.4685245863
149,21.7717648439
150,10.5817835556
151,20.6290799978
152,10.9162811665
153,20.0654109154
154,11.4863817776
155,21.1675340844
156,10.5886609859
157,20.8881753404
158,10.3684318727
159,21.3614877723
160,11.1425798631
161,20.244915564
162,10.1125522521
163,21.8269199827
164,10.9301436701
165,21.7460190587
166,10.1242831611
167,20.8803219504
168,10.9645640095
169,20.6192380722
170,10.720744968
171,21.3031042645
172,10.0542811236
173,21.6689377596
174,11.8995291378
175,20.2004505411
176,10.4631966935
177,21.1875578607
178,10.6166002221
179,20.6508536888
180,10.8378559515
181,21.0203871656
182,10.354227465
183,21.2252920053
184,10.571711995
185,21.6559830037
186,10.8809572557
187,20.4274870491
188,11.907354647
189,20.7552370249
190,10.5600683514
191,20.0469208936
192,11.9882986784
193,20.6682808776
194,11.7974764082
195,20.4132894068
196,11.1517489892
197,21.8521491693
198,10.7182870112
199,21.4498895693
