X,Y
0,10.618391238
1,15.111932447
2,11.2163153068
3,15.853171599
4,11.5531553328
5,15.1644934242
6,11.7169837846
7,14.9419578405
8,10.2611697727
9,15.6581991613
10,11.1803190753
11,15.3916439944
12,10.7913393279
13,14.8388553337
14,11.7548948725
15,14.0897545858
16,11.2890508669
17,15.9229104504
18,10.0221151718
19,15.5848869677
20,10.4444009551
21,15.0960573562
22,10.890952395
23,14.223219825
24,10.1750463937
25,14.0897507742
26,11.3517273881
27,14.2282324644
28,10.1571719409
29,15.9678577614
30,10.1237271772
31,15.5811925119
32,10.9036859677
33,15.1847731521
34,11.5858539021
35,15.6544032671
36,11.8502912819
37,14.3026667267
38,10.2888439891
39,15.7970993494
40,11.7817137138
41,15.6749632742
42,10.6746784774
43,14.5172633801
44,11.167301124
45,14.997234399
46,10.397723992
47,14.293345392
48,11.3008887353
49,15.5495377689
50,10.8011431499
51,14.8032404593
52,11.0392013985
53,14.0259915606
54,10.0410645929
55,15.5583432986
56,11.6599451806
57,15.4757208208
58,10.1375185108
59,15.6833980566
60,11.2288741935
61,14.3973748851
62,11.7346333275
63,14.9078264681
64,10.6588708868
65,14.2285745007
66,11.4829717167
67,15.3368324619
68,10.9337324994
69,14.9902176751
70,10.5414814224
71,15.923627869
72,11.0951657858
73,14.0795557803
74,10.976547476
75,14.6978318581
76,11.8364316527
77,15.8700044236
78,11.4432350796
79,15.1551484811
80,10.6114834305
81,14.7228637402
82,10.6900392395
83,15.4270670902
84,10.0713689888
85,15.2823013424
86,11.9568005509
87,15.9576079721
88,10.3468084887
89,15.6907468575
90,10.4257303832
91,15.3816008725
92,11.1273952223
93,14.6581261971
94,10.2055407831
95,14.5574228343
96,10.7838106788
97,14.6307024761
98,11.1237700675
99,14.9844080682
100,11.7810698191
101,14.6858178492
102,11.5800455939
103,15.1333273161
104,10.5279829443
105,15.0818490415
106,11.1851822659
107,15.6124286521
108,10.7663532248
109,14.5403996493
110,11.9167828169
111,15.2040101223
112,11.4678684511
113,14.4856950837
114,10.9048010023
115,15.4637390214
116,10.613765136
117,15.527919527
118,10.0446297188
119,15.7544906444
120,11.7015254508
121,15.2267357213
122,10.4433309104
123,14.7964757877
124,11.5147356515
125,14.1941187627
126,10.8120157674
127,15.2564459117
128,11.7179810705
129,14.1364564282
130,11.6475058037
131,15.0848828593
132,11.358149678
133,15.2127110779
134,10.0393386121
135,14.7864478323
136,11.1297726784
137,15.1287825026
138,10.0433895362
139,14.1524973289
140,11.9669652005
141,14.2745675453
142,10.3690412629
143,14.2509017288
144,10.8891419145
145,15.5296511819
146,11.9666371911
147,14.692874206
148,11.6633344494
149,14.6546645671
150,10.2996206003
151,14.3475041081
152,11.6264096393
153,15.5339185134
154,10.9872282363
155,14.3561961322
156,11.7480403941
157,14.6908011422
158,11.8488562905
159,15.3734378742
160,10.3269575191
161,15.2237400773
162,11.3601122981
163,14.4777018498
164,10.6479549597
165,15.382178783
166,11.4141769399
167,15.5809795906
168,10.2709321507
169,14.6984789765
170,11.9784539332
171,15.927246904
172,11.8041208068
173,14.1705566191
174,10.304225505
175,14.8748407409
176,11.875978992
177,14.5507726123
178,11.5391909727
179,15.7111373512
180,11.9881820314
181,15.7025555072
182,10.9167543936
183,15.6379951799
184,10.7945349726
185,14.9336876607
186,10.0531311689
187,14.5896190043
188,10.3370759709
189,15.5456207125
190,10.5821475241
191,15.260229196
192,11.0307833586
193,14.0904215303
194,10.0992796247
195,14.2525646248
196,11.1808014207
197,14.2017492195
198,11.2746016337
199,14.5172539887
