X,Y
5.38840602447,15.8345296616
15.1516602682,4.67778019785
4.75008848335,14.9841520044
15.2841011058,4.8917879223
5.42787123986,14.1610199373
14.9931201265,5.02678865015
4.95281292914,14.7425535959
15.4438380648,5.27933074648
5.25047631367,14.0690407775
14.47324796,4.6970219039
5.76606556561,14.7141384371
15.3133687547,5.09523603983
4.49749750958,15.1490318763
14.5333003014,5.62152020209
5.43913271443,14.7458238802
14.2202888427,4.38165824131
4.7222309217,15.2435221027
14.5912881022,5.1166702093
4.80434473122,15.0842625406
15.5178786779,4.37538962238
5.84888142297,14.7314931494
15.6159828908,5.12487560398
4.94135470909,15.4479284864
15.2780866844,4.8422743947
4.84990172558,15.14509912
14.1634136803,5.07807842272
5.04385875717,14.8908337266
15.7524818282,5.48920544611
4.42135744995,14.8770707646
15.6866420154,4.75271783004
4.83052719295,15.0174426122
15.4721548435,5.09113708042
5.10038113608,15.537867866
15.8617938679,5.21278505254
5.31790444847,14.9974911707
14.7550635983,5.23693863002
4.61342785301,15.0048665018
15.8311473882,5.02119932249
5.35395617536,14.8510672104
14.8239616393,4.94454088707
5.38101627767,15.3302868578
14.7801652602,5.45366548297
4.59533907096,15.4971039647
14.9850340344,4.31157948178
4.59101040531,14.8753525409
14.9766384598,4.9152222264
5.11059831466,15.1906434771
14.9931891482,5.14082602252
5.50410460452,14.6860315176
15.0013449476,5.05077559156
4.9353935352,15.1558141134
15.1360186868,5.33725749689
4.51519133409,14.4375305271
14.8049171509,5.53650439892
5.27801272229,15.5260983382
15.3952025187,4.16905762156
4.97848421731,15.0516783075
14.6315283702,5.06963583926
4.92125228995,15.0164825168
14.9995432403,4.95999401607
5.26851866485,15.1268664417
14.6252974088,4.95528143518
4.64687515022,14.9111463689
14.0983522367,4.96454377289
4.92841456739,14.8855020151
14.7548609883,5.33627112945
5.15551743694,14.4920237143
15.0071540502,5.09892820495
4.87810642094,14.7643383578
14.9182755866,4.90835615948
5.05264932311,14.837762133
14.363918066,4.72164391933
5.1294482471,14.3993843009
15.0580575681,4.75242548266
5.21204001644,15.2087159583
15.052648613,5.29312743414
5.05836276769,15.0871918647
15.2841965616,4.42817245327
5.33109125618,14.7042814412
15.5854945304,4.88463250233
5.76668577238,15.4153012506
15.2599901536,5.90712269662
4.62722766782,14.6490559834
14.241270476,4.38832563601
5.56107829499,15.0418076256
15.3402668313,4.51378019679
4.99857909851,15.1325435044
14.6925691656,4.06594747357
4.63965581375,14.3150683144
15.5997986896,4.78211259485
5.07184492366,14.9294982038
15.315330818,5.12887833164
4.60928333007,14.8652033697
15.2602021498,5.3733230869
5.06206057445,14.9389906069
15.2767615176,4.54118290494
4.28956051312,15.0035967693
14.6004842821,4.85960580668
5.28150908338,14.6138176001
15.0335941029,5.1449669449
5.29769447409,14.819549472
14.6371291886,4.89057769159
4.15765247183,15.4074328693
14.4575446829,4.8388936255
4.97437724693,15.323194168
14.957741938,5.09277014388
5.5537719022,15.4742379661
14.5910110385,4.53329825321
4.67566804878,14.2764627124
14.5840458509,5.02555416222
5.02738918183,15.5475777351
15.4698615065,4.54867787955
5.24452563065,14.7777153558
14.2968837307,4.52415906193
4.98765804785,14.683148145
14.5994211675,4.76098991984
4.35270621965,15.5168663951
15.508134439,4.30178418087
5.76622714048,14.5402489439
14.3270655189,4.46217378355
4.88336720666,14.894255212
15.2646266108,4.8952468026
4.55755019333,14.9216797844
15.0445437072,5.55148571326
4.60812628199,14.5667186455
15.0453326953,4.88315234905
4.47764920728,15.7437823153
15.4467252076,5.09410201316
5.05810739817,15.827000835
14.6766671438,5.32508470944
4.78438943394,14.810948652
14.8770520661,4.80851299912
4.59396241911,15.0177318508
15.2264479946,5.52139712892
5.63813338896,14.9089411199
15.304399464,4.91974968704
5.00111778327,15.0041307907
14.6924755107,5.2032193983
5.06981359108,14.8123603062
15.0286593365,4.95817352541
5.90586549924,15.0191776055
15.0478172353,4.42847510026
4.90570539206,14.8373988135
15.4163846504,4.2549946048
4.85933058365,14.669815655
14.4205228094,5.60222400529
4.91335147234,15.1394435128
14.556021368,5.22599603761
4.24519349432,14.4519498671
15.3768339642,5.05712090544
5.27605762244,15.0676502343
14.1251918716,4.82557189087
5.41478223535,14.6456531503
15.2559392015,5.36816265731
4.51033108546,15.444981325
15.1749026844,4.42917552673
4.66160907188,15.9080645087
15.3426126809,5.18824326639
4.82074075637,14.9550629234
15.0424186395,4.97101799148
5.00744226453,14.8811143084
15.1448517039,5.00173207219
5.43191562829,14.9290236925
14.8824546013,4.68996958178
5.0692582854,14.9087391541
14.640944916,5.3284291142
5.15713206221,14.4815130305
14.1785626847,5.21977164338
4.80411881812,15.3542454387
14.5981437357,4.70544980487
4.7641627061,14.9990760576
14.7772165795,5.76584401579
5.359434072,15.7771628669
14.9515663302,5.0256926678
4.52342311931,15.085514832
15.3008190224,4.8295753178
4.95383236869,15.0447090474
14.8943288444,4.13318771809
5.32803582297,14.5057011022
15.7489528678,4.79997049573
5.52531879106,15.2595898815
14.5532303859,4.47356913645
5.30551037203,15.8065108165
15.1583536425,5.26948342251
5.21538691231,15.0634908196
15.1331434292,5.51855612868
4.98527896111,14.9812303712
14.9434358987,5.03238086661
5.52251302763,14.2457082086
15.2156581033,5.18064572565
4.94025806566,14.6426923456
14.6525085361,5.4633087755
5.32276389602,15.5968663754
14.7368993411,4.35752326292
4.05252146697,14.8627135242
15.5097716746,5.03153934579
5.61740192329,14.7812037854
15.286984431,5.93369909936
4.43414661211,14.4801045491
14.993850615,4.98466364665
