X,Y
99.886687413,100.749024219
98.2294773203,99.3824299588
100.991891567,98.3828218827
100.666454888,100.999937837
101.414140424,99.4737634374
101.5813166,101.139149004
100.702779491,98.5141963682
99.9798937306,100.027661307
99.628166519,100.414688057
100.043307977,99.8344800423
100.091683898,100.848855324
99.9416039945,99.8674648305
99.9572133691,101.799007757
101.57016757,100.142307106
100.378710052,101.795340693
98.6587125273,101.039342111
98.4942124475,100.685730377
99.6104073773,98.0506298825
100.717221861,100.934754942
99.8901617988,99.7529352796
100.001338436,100.000219218
98.3287880963,100.628258113
98.9785673503,99.575029826
99.0626246065,100.033808723
100.408928042,100.002637592
99.5666243872,99.5984396041
100.727263097,100.523002555
98.6917578846,100.911044162
99.998091416,99.9300889753
99.0752745811,98.2725337497
99.6179269379,99.9562176903
98.0883492242,100.07635446
99.3374023718,98.3201021061
99.6841330303,100.07541401
100.986642613,98.6195374697
101.744783193,100.934331328
100.003071589,100.085094306
100.119198637,101.238381105
99.2847612386,98.4322180787
99.9847296718,99.7399731872
100.392037948,100.934731937
99.7510841997,100.273591683
99.6599551946,100.917249919
100.645801771,100.313955468
100.997057574,99.732014808
100.740635551,100.785315911
99.6419238595,99.7001531271
100.219434246,98.3716830461
99.0157519229,98.3994201942
98.5911949412,100.975746071
100.432638943,98.6732289644
98.4012096619,99.556432964
99.8580326839,100.300008614
101.528418926,99.0770678922
99.9175303001,101.205681469
101.428895275,99.8675232386
101.645135892,100.407810555
99.4978395578,101.410823383
100.217633852,100.114533066
99.9651667238,100.007947358
101.732091199,99.4188009854
99.4364839856,99.7828449638
99.9343162264,101.978571918
99.9992994328,99.9908121819
99.4380501168,99.8747886657
100.008375591,100.008413357
98.7975604674,99.2619449317
101.580513106,98.9208766668
100.640495925,100.096982477
98.3818117279,100.321788921
100.699919723,99.1940912199
101.300466351,99.1499432977
99.8971107326,100.665094248
100.003020425,98.3515610067
99.4898097793,101.769805201
98.7109479254,101.149792912
99.6701537185,99.8686930874
101.366477705,99.4498942027
99.7598970333,98.7899601503
98.9449822074,100.518214681
100.883499556,99.8278944814
100.467871381,101.241061329
100.834993332,98.3293271598
99.6407464004,99.5660921047
99.9146099728,98.6681170763
99.9836501917,101.150545403
100.411501491,99.0281901755
100.560620926,98.7872532763
99.8251274381,99.7517599722
100.019785581,100.766801091
100.151207027,100.185799913
100.081393852,100.141266777
100.703950041,101.130811935
99.9992371716,100.063784497
99.7239927564,100.405740943
100.831816353,100.262259038
99.9318203862,100.191028354
101.443246276,99.0161140047
100.653395849,99.2541085305
99.8486003883,99.9382346444
